Crop,Temperature,Humidity,Rainfall,Label_N,Label_P,Label_K
groundnut,23,80,0,95,50,40
groundnut,23,80,25,85,45,36
groundnut,23,80,85,65,35,28
groundnut,23,80,160,35,20,16
groundnut,23,80,250,0,0,0
groundnut,28,50,0,100,50,40
groundnut,28,50,25,90,45,36
groundnut,28,50,85,70,35,28
groundnut,28,50,160,40,20,16
groundnut,28,50,250,0,0,0
groundnut,28,65,0,100,50,40
groundnut,28,65,25,90,45,36
groundnut,28,65,85,70,35,28
groundnut,28,65,160,40,20,16
groundnut,28,65,250,0,0,0
groundnut,28,80,0,95,50,40
groundnut,28,80,25,85,45,36
groundnut,28,80,85,65,35,28
groundnut,28,80,160,35,20,16
groundnut,28,80,250,0,0,0
groundnut,33,50,0,100,50,45
groundnut,33,50,25,90,45,41
groundnut,33,50,85,70,35,33
groundnut,33,50,160,40,20,21
groundnut,33,50,250,0,0,0
groundnut,33,65,0,100,50,45
groundnut,33,65,25,90,45,41
groundnut,33,65,85,70,35,33
groundnut,33,65,160,40,20,21
groundnut,33,65,250,0,0,0
groundnut,33,80,0,95,50,45
groundnut,33,80,25,85,45,41
groundnut,33,80,85,65,35,33
groundnut,33,80,160,35,20,21
groundnut,33,80,250,0,0,0
mustard,18,50,0,100,50,40
mustard,18,50,25,90,45,36
mustard,18,50,85,70,35,28
mustard,18,50,160,40,20,16
mustard,18,50,250,0,0,0
mustard,18,65,0,100,50,40
mustard,18,65,25,90,45,36
mustard,18,65,85,70,35,28
mustard,18,65,160,40,20,16
mustard,18,65,250,0,0,0
mustard,18,80,0,95,50,40
mustard,18,80,25,85,45,36
mustard,18,80,85,65,35,28
mustard,18,80,160,35,20,16
mustard,18,80,250,0,0,0
mustard,23,50,0,100,50,40
mustard,23,50,25,90,45,36
mustard,23,50,85,70,35,28
mustard,23,50,160,40,20,16
mustard,23,50,250,0,0,0
mustard,23,65,0,100,50,40
mustard,23,65,25,90,45,36
mustard,23,65,85,70,35,28
mustard,23,65,160,40,20,16
mustard,23,65,250,0,0,0
mustard,23,80,0,95,50,40
mustard,23,80,25,85,45,36
mustard,23,80,85,65,35,28
mustard,23,80,160,35,20,16
mustard,23,80,250,0,0,0
mustard,28,50,0,100,50,40
mustard,28,50,25,90,45,36
mustard,28,50,85,70,35,28
mustard,28,50,160,40,20,16
mustard,28,50,250,0,0,0
mustard,28,65,0,100,50,40
mustard,28,65,25,90,45,36
mustard,28,65,85,70,35,28
mustard,28,65,160,40,20,16
mustard,28,65,250,0,0,0
mustard,28,80,0,95,50,40
mustard,28,80,25,85,45,36
mustard,28,80,85,65,35,28
mustard,28,80,160,35,20,16
mustard,28,80,250,0,0,0
mustard,33,50,0,100,50,45
mustard,33,50,25,90,45,41
mustard,33,50,85,70,35,33
mustard,33,50,160,40,20,21
mustard,33,50,250,0,0,0
mustard,33,65,0,100,50,45
mustard,33,65,25,90,45,41
mustard,33,65,85,70,35,33
mustard,33,65,160,40,20,21
mustard,33,65,250,0,0,0
mustard,33,80,0,95,50,45
mustard,33,80,25,85,45,41
mustard,33,80,85,65,35,33
mustard,33,80,160,35,20,21
mustard,33,80,250,0,0,0
soybean,18,50,0,100,50,40
soybean,18,50,25,90,45,36
soybean,18,50,85,70,35,28
soybean,18,50,160,40,20,16
soybean,18,50,250,0,0,0
soybean,18,65,0,100,50,40
soybean,18,65,25,90,45,36
soybean,18,65,85,70,35,28
soybean,18,65,160,40,20,16
soybean,18,65,250,0,0,0
soybean,18,80,0,95,50,40
soybean,18,80,25,85,45,36
soybean,18,80,85,65,35,28
soybean,18,80,160,35,20,16
soybean,18,80,250,0,0,0
soybean,23,50,0,100,50,40
soybean,23,50,25,90,45,36
soybean,23,50,85,70,35,28
soybean,23,50,160,40,20,16
soybean,23,50,250,0,0,0
soybean,23,65,0,100,50,40
soybean,23,65,25,90,45,36
soybean,23,65,85,70,35,28
soybean,23,65,160,40,20,16
soybean,23,65,250,0,0,0
soybean,23,80,0,95,50,40
soybean,23,80,25,85,45,36
soybean,23,80,85,65,35,28
soybean,23,80,160,35,20,16
soybean,23,80,250,0,0,0
soybean,28,50,0,100,50,40
soybean,28,50,25,90,45,36
soybean,28,50,85,70,35,28
soybean,28,50,160,40,20,16
soybean,28,50,250,0,0,0
soybean,28,65,0,100,50,40
soybean,28,65,25,90,45,36
soybean,28,65,85,70,35,28
soybean,28,65,160,40,20,16
soybean,28,65,250,0,0,0
soybean,28,80,0,95,50,40
soybean,28,80,25,85,45,36
soybean,28,80,85,65,35,28
soybean,28,80,160,35,20,16
soybean,28,80,250,0,0,0
soybean,33,50,0,100,50,45
soybean,33,50,25,90,45,41
soybean,33,50,85,70,35,33
soybean,33,50,160,40,20,21
soybean,33,50,250,0,0,0
soybean,33,65,0,100,50,45
soybean,33,65,25,90,45,41
soybean,33,65,85,70,35,33
soybean,33,65,160,40,20,21
soybean,33,65,250,0,0,0
soybean,33,80,0,95,50,45
soybean,33,80,25,85,45,41
soybean,33,80,85,65,35,33
soybean,33,80,160,35,20,21
soybean,33,80,250,0,0,0
sunflower,18,50,0,100,50,40
sunflower,18,50,25,90,45,36
sunflower,18,50,85,70,35,28
sunflower,18,50,160,40,20,16
sunflower,18,50,250,0,0,0
sunflower,18,65,0,100,50,40
sunflower,18,65,25,90,45,36
sunflower,18,65,85,70,35,28
sunflower,18,65,160,40,20,16
sunflower,18,65,250,0,0,0
sunflower,18,80,0,95,50,40
sunflower,18,80,25,85,45,36
sunflower,18,80,85,65,35,28
sunflower,18,80,160,35,20,16
sunflower,18,80,250,0,0,0
sunflower,23,50,0,100,50,40
sunflower,23,50,25,90,45,36
sunflower,23,50,85,70,35,28
sunflower,23,50,160,40,20,16
sunflower,23,50,250,0,0,0
sunflower,23,65,0,100,50,40
sunflower,23,65,25,90,45,36
sunflower,23,65,85,70,35,28
sunflower,23,65,160,40,20,16
sunflower,23,65,250,0,0,0
sunflower,23,80,0,95,50,40
sunflower,23,80,25,85,45,36
sunflower,23,80,85,65,35,28
sunflower,23,80,160,35,20,16
sunflower,23,80,250,0,0,0
sunflower,28,50,0,100,50,40
sunflower,28,50,25,90,45,36
sunflower,28,50,85,70,35,28
sunflower,28,50,160,40,20,16
sunflower,28,50,250,0,0,0
sunflower,28,65,0,100,50,40
sunflower,28,65,25,90,45,36
sunflower,28,65,85,70,35,28
sunflower,28,65,160,40,20,16
sunflower,28,65,250,0,0,0
sunflower,28,80,0,95,50,40
sunflower,28,80,25,85,45,36
sunflower,28,80,85,65,35,28
sunflower,28,80,160,35,20,16
sunflower,28,80,250,0,0,0
sunflower,33,50,0,100,50,45
sunflower,33,50,25,90,45,41
sunflower,33,50,85,70,35,33
sunflower,33,50,160,40,20,21
sunflower,33,50,250,0,0,0
sunflower,33,65,0,100,50,45
sunflower,33,65,25,90,45,41
sunflower,33,65,85,70,35,33
sunflower,33,65,160,40,20,21
sunflower,33,65,250,0,0,0
sunflower,33,80,0,95,50,45
sunflower,33,80,25,85,45,41
sunflower,33,80,85,65,35,33
sunflower,33,80,160,35,20,21
sunflower,33,80,250,0,0,0
sesame,18,50,0,100,50,40
sesame,18,50,25,90,45,36
sesame,18,50,85,70,35,28
sesame,18,50,160,40,20,16
sesame,18,50,250,0,0,0
sesame,18,65,0,100,50,40
sesame,18,65,25,90,45,36
sesame,18,65,85,70,35,28
sesame,18,65,160,40,20,16
sesame,18,65,250,0,0,0
sesame,18,80,0,95,50,40
sesame,18,80,25,85,45,36
sesame,18,80,85,65,35,28
sesame,18,80,160,35,20,16
sesame,18,80,250,0,0,0
sesame,23,50,0,100,50,40
sesame,23,50,25,90,45,36
sesame,23,50,85,70,35,28
sesame,23,50,160,40,20,16
sesame,23,50,250,0,0,0
sesame,23,65,0,100,50,40
sesame,23,65,25,90,45,36
sesame,23,65,85,70,35,28
sesame,23,65,160,40,20,16
sesame,23,65,250,0,0,0
sesame,23,80,0,95,50,40
sesame,23,80,25,85,45,36
sesame,23,80,85,65,35,28
sesame,23,80,160,35,20,16
sesame,23,80,250,0,0,0
sesame,28,50,0,100,50,40
sesame,28,50,25,90,45,36
sesame,28,50,85,70,35,28
sesame,28,50,160,40,20,16
sesame,28,50,250,0,0,0
sesame,28,65,0,100,50,40
sesame,28,65,25,90,45,36
sesame,28,65,85,70,35,28
sesame,28,65,160,40,20,16
sesame,28,65,250,0,0,0
sesame,28,80,0,95,50,40
sesame,28,80,25,85,45,36
sesame,28,80,85,65,35,28
sesame,28,80,160,35,20,16
sesame,28,80,250,0,0,0
sesame,33,50,0,100,50,45
sesame,33,50,25,90,45,41
sesame,33,50,85,70,35,33
sesame,33,50,160,40,20,21
sesame,33,50,250,0,0,0
sesame,33,65,0,100,50,45
sesame,33,65,25,90,45,41
sesame,33,65,85,70,35,33
sesame,33,65,160,40,20,21
sesame,33,65,250,0,0,0
sesame,33,80,0,95,50,45
sesame,33,80,25,85,45,41
sesame,33,80,85,65,35,33
sesame,33,80,160,35,20,21
sesame,33,80,250,0,0,0
safflower,18,50,0,100,50,40
safflower,18,50,25,90,45,36
safflower,18,50,85,70,35,28
safflower,18,50,160,40,20,16
safflower,18,50,250,0,0,0
safflower,18,65,0,100,50,40
safflower,18,65,25,90,45,36
safflower,18,65,85,70,35,28
safflower,18,65,160,40,20,16
safflower,18,65,250,0,0,0
safflower,18,80,0,95,50,40
safflower,18,80,25,85,45,36
safflower,18,80,85,65,35,28
safflower,18,80,160,35,20,16
safflower,18,80,250,0,0,0
safflower,23,50,0,100,50,40
safflower,23,50,25,90,45,36
safflower,23,50,85,70,35,28
safflower,23,50,160,40,20,16
safflower,23,50,250,0,0,0
safflower,23,65,0,100,50,40
safflower,23,65,25,90,45,36
safflower,23,65,85,70,35,28
safflower,23,65,160,40,20,16
safflower,23,65,250,0,0,0
safflower,23,80,0,95,50,40
safflower,23,80,25,85,45,36
safflower,23,80,85,65,35,28
safflower,23,80,160,35,20,16
safflower,23,80,250,0,0,0
safflower,28,50,0,100,50,40
safflower,28,50,25,90,45,36
safflower,28,50,85,70,35,28
safflower,28,50,160,40,20,16
safflower,28,50,250,0,0,0
safflower,28,65,0,100,50,40
safflower,28,65,25,90,45,36
safflower,28,65,85,70,35,28
safflower,28,65,160,40,20,16
safflower,28,65,250,0,0,0
safflower,28,80,0,95,50,40
safflower,28,80,25,85,45,36
safflower,28,80,85,65,35,28
safflower,28,80,160,35,20,16
safflower,28,80,250,0,0,0
safflower,33,50,0,100,50,45
safflower,33,50,25,90,45,41
safflower,33,50,85,70,35,33
safflower,33,50,160,40,20,21
safflower,33,50,250,0,0,0
safflower,33,65,0,100,50,45
safflower,33,65,25,90,45,41
safflower,33,65,85,70,35,33
safflower,33,65,160,40,20,21
safflower,33,65,250,0,0,0
safflower,33,80,0,95,50,45
safflower,33,80,25,85,45,41
safflower,33,80,85,65,35,33
safflower,33,80,160,35,20,21
safflower,33,80,250,0,0,0
linseed,18,50,0,100,50,40
linseed,18,50,25,90,45,36
linseed,18,50,85,70,35,28
linseed,18,50,160,40,20,16
linseed,18,50,250,0,0,0
linseed,18,65,0,100,50,40
linseed,18,65,25,90,45,36
linseed,18,65,85,70,35,28
linseed,18,65,160,40,20,16
linseed,18,65,250,0,0,0
linseed,18,80,0,95,50,40
linseed,18,80,25,85,45,36
linseed,18,80,85,65,35,28
linseed,18,80,160,35,20,16
linseed,18,80,250,0,0,0
linseed,23,50,0,100,50,40
linseed,23,50,25,90,45,36
linseed,23,50,85,70,35,28
linseed,23,50,160,40,20,16
linseed,23,50,250,0,0,0
linseed,23,65,0,100,50,40
linseed,23,65,25,90,45,36
linseed,23,65,85,70,35,28
linseed,23,65,160,40,20,16
linseed,23,65,250,0,0,0
linseed,23,80,0,95,50,40
linseed,23,80,25,85,45,36
linseed,23,80,85,65,35,28
linseed,23,80,160,35,20,16
linseed,23,80,250,0,0,0
linseed,28,50,0,100,50,40
linseed,28,50,25,90,45,36
linseed,28,50,85,70,35,28
linseed,28,50,160,40,20,16
linseed,28,50,250,0,0,0
linseed,28,65,0,100,50,40
linseed,28,65,25,90,45,36
linseed,28,65,85,70,35,28
linseed,28,65,160,40,20,16
linseed,28,65,250,0,0,0
linseed,28,80,0,95,50,40
linseed,28,80,25,85,45,36
linseed,28,80,85,65,35,28
linseed,28,80,160,35,20,16
linseed,28,80,250,0,0,0
linseed,33,50,0,100,50,45
linseed,33,50,25,90,45,41
linseed,33,50,85,70,35,33
linseed,33,50,160,40,20,21
linseed,33,50,250,0,0,0
linseed,33,65,0,100,50,45
linseed,33,65,25,90,45,41
linseed,33,65,85,70,35,33
linseed,33,65,160,40,20,21
linseed,33,65,250,0,0,0
linseed,33,80,0,95,50,45
linseed,33,80,25,85,45,41
linseed,33,80,85,65,35,33
linseed,33,80,160,35,20,21
linseed,33,80,250,0,0,0
castor,18,50,0,100,50,40
castor,18,50,25,90,45,36
castor,18,50,85,70,35,28
castor,18,50,160,40,20,16
castor,18,50,250,0,0,0
castor,18,65,0,100,50,40
castor,18,65,25,90,45,36
castor,18,65,85,70,35,28
castor,18,65,160,40,20,16
castor,18,65,250,0,0,0
castor,18,80,0,95,50,40
castor,18,80,25,85,45,36
castor,18,80,85,65,35,28
castor,18,80,160,35,20,16
castor,18,80,250,0,0,0
castor,23,50,0,100,50,40
castor,23,50,25,90,45,36
castor,23,50,85,70,35,28
castor,23,50,160,40,20,16
castor,23,50,250,0,0,0
castor,23,65,0,100,50,40
castor,23,65,25,90,45,36
castor,23,65,85,70,35,28
castor,23,65,160,40,20,16
castor,23,65,250,0,0,0
castor,23,80,0,95,50,40
castor,23,80,25,85,45,36
castor,23,80,85,65,35,28
castor,23,80,160,35,20,16
castor,23,80,250,0,0,0
castor,28,50,0,100,50,40
castor,28,50,25,90,45,36
castor,28,50,85,70,35,28
castor,28,50,160,40,20,16
castor,28,50,250,0,0,0
castor,28,65,0,100,50,40
castor,28,65,25,90,45,36
castor,28,65,85,70,35,28
castor,28,65,160,40,20,16
castor,28,65,250,0,0,0
castor,28,80,0,95,50,40
castor,28,80,25,85,45,36
castor,28,80,85,65,35,28
castor,28,80,160,35,20,16
castor,28,80,250,0,0,0
castor,33,50,0,100,50,45
castor,33,50,25,90,45,41
castor,33,50,85,70,35,33
castor,33,50,160,40,20,21
castor,33,50,250,0,0,0
castor,33,65,0,100,50,45
castor,33,65,25,90,45,41
castor,33,65,85,70,35,33
castor,33,65,160,40,20,21
castor,33,65,250,0,0,0
castor,33,80,0,95,50,45
castor,33,80,25,85,45,41
castor,33,80,85,65,35,33
castor,33,80,160,35,20,21
castor,33,80,250,0,0,0
coconut,18,50,0,100,50,40
coconut,18,50,25,90,45,36
coconut,18,50,85,70,35,28
coconut,18,50,160,40,20,16
coconut,18,50,250,0,0,0
coconut,18,65,0,100,50,40
coconut,18,65,25,90,45,36
coconut,18,65,85,70,35,28
coconut,18,65,160,40,20,16
coconut,18,65,250,0,0,0
coconut,18,80,0,95,50,40
coconut,18,80,25,85,45,36
coconut,18,80,85,65,35,28
coconut,18,80,160,35,20,16
coconut,18,80,250,0,0,0
coconut,23,50,0,100,50,40
coconut,23,50,25,90,45,36
coconut,23,50,85,70,35,28
coconut,23,50,160,40,20,16
coconut,23,50,250,0,0,0
coconut,23,65,0,100,50,40
coconut,23,65,25,90,45,36
coconut,23,65,85,70,35,28
coconut,23,65,160,40,20,16
coconut,23,65,250,0,0,0
coconut,23,80,0,95,50,40
coconut,23,80,25,85,45,36
coconut,23,80,85,65,35,28
coconut,23,80,160,35,20,16
coconut,23,80,250,0,0,0
coconut,28,50,0,100,50,40
coconut,28,50,25,90,45,36
coconut,28,50,85,70,35,28
coconut,28,50,160,40,20,16
coconut,28,50,250,0,0,0
coconut,28,65,0,100,50,40
coconut,28,65,25,90,45,36
coconut,28,65,85,70,35,28
coconut,28,65,160,40,20,16
coconut,28,65,250,0,0,0
coconut,28,80,0,95,50,40
coconut,28,80,25,85,45,36
coconut,28,80,85,65,35,28
coconut,28,80,160,35,20,16
coconut,28,80,250,0,0,0
coconut,33,50,0,100,50,45
coconut,33,50,25,90,45,41
coconut,33,50,85,70,35,33
coconut,33,50,160,40,20,21
coconut,33,50,250,0,0,0
coconut,33,65,0,100,50,45
coconut,33,65,25,90,45,41
coconut,33,65,85,70,35,33
coconut,33,65,160,40,20,21
coconut,33,65,250,0,0,0
coconut,33,80,0,95,50,45
coconut,33,80,25,85,45,41
coconut,33,80,85,65,35,33
coconut,33,80,160,35,20,21
coconut,33,80,250,0,0,0
sugarcane,18,50,0,100,50,40
sugarcane,18,50,25,90,45,36
sugarcane,18,50,85,70,35,28
sugarcane,18,50,160,40,20,16
sugarcane,18,50,250,0,0,0
sugarcane,18,65,0,100,50,40
sugarcane,18,65,25,90,45,36
sugarcane,18,65,85,70,35,28
sugarcane,18,65,160,40,20,16
sugarcane,18,65,250,0,0,0
sugarcane,18,80,0,95,50,40
sugarcane,18,80,25,85,45,36
sugarcane,18,80,85,65,35,28
sugarcane,18,80,160,35,20,16
sugarcane,18,80,250,0,0,0
sugarcane,23,50,0,100,50,40
sugarcane,23,50,25,90,45,36
sugarcane,23,50,85,70,35,28
sugarcane,23,50,160,40,20,16
sugarcane,23,50,250,0,0,0
sugarcane,23,65,0,100,50,40
sugarcane,23,65,25,90,45,36
sugarcane,23,65,85,70,35,28
sugarcane,23,65,160,40,20,16
sugarcane,23,65,250,0,0,0
sugarcane,23,80,0,95,50,40
sugarcane,23,80,25,85,45,36
sugarcane,23,80,85,65,35,28
sugarcane,23,80,160,35,20,16
sugarcane,23,80,250,0,0,0
sugarcane,28,50,0,100,50,40
sugarcane,28,50,25,90,45,36
sugarcane,28,50,85,70,35,28
sugarcane,28,50,160,40,20,16
sugarcane,28,50,250,0,0,0
sugarcane,28,65,0,100,50,40
sugarcane,28,65,25,90,45,36
sugarcane,28,65,85,70,35,28
sugarcane,28,65,160,40,20,16
sugarcane,28,65,250,0,0,0
sugarcane,28,80,0,95,50,40
sugarcane,28,80,25,85,45,36
sugarcane,28,80,85,65,35,28
sugarcane,28,80,160,35,20,16
sugarcane,28,80,250,0,0,0
sugarcane,33,50,0,100,50,45
sugarcane,33,50,25,90,45,41
sugarcane,33,50,85,70,35,33
sugarcane,33,50,160,40,20,21
sugarcane,33,50,250,0,0,0
sugarcane,33,65,0,100,50,45
sugarcane,33,65,25,90,45,41
sugarcane,33,65,85,70,35,33
sugarcane,33,65,160,40,20,21
sugarcane,33,65,250,0,0,0
sugarcane,33,80,0,95,50,45
sugarcane,33,80,25,85,45,41
sugarcane,33,80,85,65,35,33
sugarcane,33,80,160,35,20,21
sugarcane,33,80,250,0,0,0
sugar beet,18,50,0,100,50,40
sugar beet,18,50,25,90,45,36
sugar beet,18,50,85,70,35,28
sugar beet,18,50,160,40,20,16
sugar beet,18,50,250,0,0,0
sugar beet,18,65,0,100,50,40
sugar beet,18,65,25,90,45,36
sugar beet,18,65,85,70,35,28
sugar beet,18,65,160,40,20,16
sugar beet,18,65,250,0,0,0
sugar beet,18,80,0,95,50,40
sugar beet,18,80,25,85,45,36
sugar beet,18,80,85,65,35,28
sugar beet,18,80,160,35,20,16
sugar beet,18,80,250,0,0,0
sugar beet,23,50,0,100,50,40
sugar beet,23,50,25,90,45,36
sugar beet,23,50,85,70,35,28
sugar beet,23,50,160,40,20,16
sugar beet,23,50,250,0,0,0
sugar beet,23,65,0,100,50,40
sugar beet,23,65,25,90,45,36
sugar beet,23,65,85,70,35,28
sugar beet,23,65,160,40,20,16
sugar beet,23,65,250,0,0,0
sugar beet,23,80,0,95,50,40
sugar beet,23,80,25,85,45,36
sugar beet,23,80,85,65,35,28
sugar beet,23,80,160,35,20,16
sugar beet,23,80,250,0,0,0
sugar beet,28,50,0,100,50,40
sugar beet,28,50,25,90,45,36
sugar beet,28,50,85,70,35,28
sugar beet,28,50,160,40,20,16
sugar beet,28,50,250,0,0,0
sugar beet,28,65,0,100,50,40
sugar beet,28,65,25,90,45,36
sugar beet,28,65,85,70,35,28
sugar beet,28,65,160,40,20,16
sugar beet,28,65,250,0,0,0
sugar beet,28,80,0,95,50,40
sugar beet,28,80,25,85,45,36
sugar beet,28,80,85,65,35,28
sugar beet,28,80,160,35,20,16
sugar beet,28,80,250,0,0,0
sugar beet,33,50,0,100,50,45
sugar beet,33,50,25,90,45,41
sugar beet,33,50,85,70,35,33
sugar beet,33,50,160,40,20,21
sugar beet,33,50,250,0,0,0
sugar beet,33,65,0,100,50,45
sugar beet,33,65,25,90,45,41
sugar beet,33,65,85,70,35,33
sugar beet,33,65,160,40,20,21
sugar beet,33,65,250,0,0,0
sugar beet,33,80,0,95,50,45
sugar beet,33,80,25,85,45,41
sugar beet,33,80,85,65,35,33
sugar beet,33,80,160,35,20,21
sugar beet,33,80,250,0,0,0
sweet potato,18,50,0,100,50,40
sweet potato,18,50,25,90,45,36
sweet potato,18,50,85,70,35,28
sweet potato,18,50,160,40,20,16
sweet potato,18,50,250,0,0,0
sweet potato,18,65,0,100,50,40
sweet potato,18,65,25,90,45,36
sweet potato,18,65,85,70,35,28
sweet potato,18,65,160,40,20,16
sweet potato,18,65,250,0,0,0
sweet potato,18,80,0,95,50,40
sweet potato,18,80,25,85,45,36
sweet potato,18,80,85,65,35,28
sweet potato,18,80,160,35,20,16
sweet potato,18,80,250,0,0,0
sweet potato,23,50,0,100,50,40
sweet potato,23,50,25,90,45,36
sweet potato,23,50,85,70,35,28
sweet potato,23,50,160,40,20,16
sweet potato,23,50,250,0,0,0
sweet potato,23,65,0,100,50,40
sweet potato,23,65,25,90,45,36
sweet potato,23,65,85,70,35,28
sweet potato,23,65,160,40,20,16
sweet potato,23,65,250,0,0,0
sweet potato,23,80,0,95,50,40
sweet potato,23,80,25,85,45,36
sweet potato,23,80,85,65,35,28
sweet potato,23,80,160,35,20,16
sweet potato,23,80,250,0,0,0
sweet potato,28,50,0,100,50,40
sweet potato,28,50,25,90,45,36
sweet potato,28,50,85,70,35,28
sweet potato,28,50,160,40,20,16
sweet potato,28,50,250,0,0,0
sweet potato,28,65,0,100,50,40
sweet potato,28,65,25,90,45,36
sweet potato,28,65,85,70,35,28
sweet potato,28,65,160,40,20,16
sweet potato,28,65,250,0,0,0
sweet potato,28,80,0,95,50,40
sweet potato,28,80,25,85,45,36
sweet potato,28,80,85,65,35,28
sweet potato,28,80,160,35,20,16
sweet potato,28,80,250,0,0,0
sweet potato,33,50,0,100,50,45
sweet potato,33,50,25,90,45,41
sweet potato,33,50,85,70,35,33
sweet potato,33,50,160,40,20,21
sweet potato,33,50,250,0,0,0
sweet potato,33,65,0,100,50,45
sweet potato,33,65,25,90,45,41
sweet potato,33,65,85,70,35,33
sweet potato,33,65,160,40,20,21
sweet potato,33,65,250,0,0,0
sweet potato,33,80,0,95,50,45
sweet potato,33,80,25,85,45,41
sweet potato,33,80,85,65,35,33
sweet potato,33,80,160,35,20,21
sweet potato,33,80,250,0,0,0
cotton,18,50,0,100,50,40
cotton,18,50,25,90,45,36
cotton,18,50,85,70,35,28
cotton,18,50,160,40,20,16
cotton,18,50,250,0,0,0
cotton,18,65,0,100,50,40
cotton,18,65,25,90,45,36
cotton,18,65,85,70,35,28
cotton,18,65,160,40,20,16
cotton,18,65,250,0,0,0
cotton,18,80,0,95,50,40
cotton,18,80,25,85,45,36
cotton,18,80,85,65,35,28
cotton,18,80,160,35,20,16
cotton,18,80,250,0,0,0
cotton,23,50,0,100,50,40
cotton,23,50,25,90,45,36
cotton,23,50,85,70,35,28
cotton,23,50,160,40,20,16
cotton,23,50,250,0,0,0
cotton,23,65,0,100,50,40
cotton,23,65,25,90,45,36
cotton,23,65,85,70,35,28
cotton,23,65,160,40,20,16
cotton,23,65,250,0,0,0
cotton,23,80,0,95,50,40
cotton,23,80,25,85,45,36
cotton,23,80,85,65,35,28
cotton,23,80,160,35,20,16
cotton,23,80,250,0,0,0
cotton,28,50,0,100,50,40
cotton,28,50,25,90,45,36
cotton,28,50,85,70,35,28
cotton,28,50,160,40,20,16
cotton,28,50,250,0,0,0
cotton,28,65,0,100,50,40
cotton,28,65,25,90,45,36
cotton,28,65,85,70,35,28
cotton,28,65,160,40,20,16
cotton,28,65,250,0,0,0
cotton,28,80,0,95,50,40
cotton,28,80,25,85,45,36
cotton,28,80,85,65,35,28
cotton,28,80,160,35,20,16
cotton,28,80,250,0,0,0
cotton,33,50,0,100,50,45
cotton,33,50,25,90,45,41
cotton,33,50,85,70,35,33
cotton,33,50,160,40,20,21
cotton,33,50,250,0,0,0
cotton,33,65,0,100,50,45
cotton,33,65,25,90,45,41
cotton,33,65,85,70,35,33
cotton,33,65,160,40,20,21
cotton,33,65,250,0,0,0
cotton,33,80,0,95,50,45
cotton,33,80,25,85,45,41
cotton,33,80,85,65,35,33
cotton,33,80,160,35,20,21
cotton,33,80,250,0,0,0
jute,18,50,0,100,50,40
jute,18,50,25,90,45,36
jute,18,50,85,70,35,28
jute,18,50,160,40,20,16
jute,18,50,250,0,0,0
jute,18,65,0,100,50,40
jute,18,65,25,90,45,36
jute,18,65,85,70,35,28
jute,18,65,160,40,20,16
jute,18,65,250,0,0,0
jute,18,80,0,95,50,40
jute,18,80,25,85,45,36
jute,18,80,85,65,35,28
jute,18,80,160,35,20,16
jute,18,80,250,0,0,0
jute,23,50,0,100,50,40
jute,23,50,25,90,45,36
jute,23,50,85,70,35,28
jute,23,50,160,40,20,16
jute,23,50,250,0,0,0
jute,23,65,0,100,50,40
jute,23,65,25,90,45,36
jute,23,65,85,70,35,28
jute,23,65,160,40,20,16
jute,23,65,250,0,0,0
jute,23,80,0,95,50,40
jute,23,80,25,85,45,36
jute,23,80,85,65,35,28
jute,23,80,160,35,20,16
jute,23,80,250,0,0,0
jute,28,50,0,100,50,40
jute,28,50,25,90,45,36
jute,28,50,85,70,35,28
jute,28,50,160,40,20,16
jute,28,50,250,0,0,0
jute,28,65,0,100,50,40
jute,28,65,25,90,45,36
jute,28,65,85,70,35,28
jute,28,65,160,40,20,16
jute,28,65,250,0,0,0
jute,28,80,0,95,50,40
jute,28,80,25,85,45,36
jute,28,80,85,65,35,28
jute,28,80,160,35,20,16
jute,28,80,250,0,0,0
jute,33,50,0,100,50,45
jute,33,50,25,90,45,41
jute,33,50,85,70,35,33
jute,33,50,160,40,20,21
jute,33,50,250,0,0,0
jute,33,65,0,100,50,45
jute,33,65,25,90,45,41
jute,33,65,85,70,35,33
jute,33,65,160,40,20,21
jute,33,65,250,0,0,0
jute,33,80,0,95,50,45
jute,33,80,25,85,45,41
jute,33,80,85,65,35,33
jute,33,80,160,35,20,21
jute,33,80,250,0,0,0
flax,18,50,0,100,50,40
flax,18,50,25,90,45,36
flax,18,50,85,70,35,28
flax,18,50,160,40,20,16
flax,18,50,250,0,0,0
flax,18,65,0,100,50,40
flax,18,65,25,90,45,36
flax,18,65,85,70,35,28
flax,18,65,160,40,20,16
flax,18,65,250,0,0,0
flax,18,80,0,95,50,40
flax,18,80,25,85,45,36
flax,18,80,85,65,35,28
flax,18,80,160,35,20,16
flax,18,80,250,0,0,0
flax,23,50,0,100,50,40
flax,23,50,25,90,45,36
flax,23,50,85,70,35,28
flax,23,50,160,40,20,16
flax,23,50,250,0,0,0
flax,23,65,0,100,50,40
flax,23,65,25,90,45,36
flax,23,65,85,70,35,28
flax,23,65,160,40,20,16
flax,23,65,250,0,0,0
flax,23,80,0,95,50,40
flax,23,80,25,85,45,36
flax,23,80,85,65,35,28
flax,23,80,160,35,20,16
flax,23,80,250,0,0,0
flax,28,50,0,100,50,40
flax,28,50,25,90,45,36
flax,28,50,85,70,35,28
flax,28,50,160,40,20,16
flax,28,50,250,0,0,0
flax,28,65,0,100,50,40
flax,28,65,25,90,45,36
flax,28,65,85,70,35,28
flax,28,65,160,40,20,16
